"","id","submitdate","lastpage","startlanguage","seed","G01Q01","G01Q02","G01Q03","G01Q04","G01Q05","G01Q06","G02Q07","G02Q26_SQ001","G02Q26_SQ002","G02Q26_SQ003","G02Q26_SQ004","G02Q26_SQ005","G02Q26_SQ006","G02Q26_other","G02Q27","G02Q27_other","G01Q08","G01Q09","G02Q10","G02Q10_comment","G02Q11","G02Q11_comment","G02Q12","G02Q13","G03Q14","G03Q14_comment","G03Q15","G03Q15_comment","G01Q16","G01Q16_comment","G03Q17","G03Q17_comment","G03Q18_SQ001","G03Q18_SQ002","G03Q18_SQ003","G03Q18_SQ004","G03Q18_SQ005","G03Q18_SQ006","G03Q18_SQ007","G03Q18_other","G01Q19_SQ001","G01Q19_SQ002","G01Q19_SQ003","G01Q19_SQ004","G01Q19_SQ005","G01Q19_SQ006","G01Q19_other","G04Q20","G04Q20_comment","G04Q21","G04Q21_comment","G01Q22_SQ001","G01Q22_SQ001comment","G01Q22_SQ002","G01Q22_SQ002comment","G01Q22_SQ003","G01Q22_SQ003comment","G01Q23","G01Q23_comment","G01Q24","G01Q24_comment","G01Q25","G01Q25_comment"
"38",335,NA,2,"en","609610125","male","35 to 44 years","Medical doctor","Consultant","5 - 10","Austria","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","Yes",NA,"Yes",NA,"I don´t know the legal requirements","I don´t know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",336,NA,2,"en","11876188","female","55 to 64 years","Medical doctor","Consultant","> 20","Sweden","other","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,NA,"Depends on patient's general health and needs, and type of surgery","Same day of the operation/procedure is sufficient enough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",337,NA,2,"en","493502737","male","45 to 54 years","Medical doctor","Consultant","10 - 20","Spain","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",338,"1980-01-01 00:00:00",4,"en","49322210","female","35 to 44 years","Medical doctor","Consultant","5 - 10","Netherlands","Consultant","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","Yes","informed consent can only be given by telephone with reservation of physical examination","Yes","informed consent can only be given by telephone with reservation of physical examination","Yes","Yes","No (please comment)","not yet, it is our wish to do so with low complex surgery in relatively healthy patients (ASA I en II)","Yes","informed consent can only be given by telephone with reservation of physical examination","Yes","informed consent can only be given by telephone with reservation of physical examination","Yes","informed consent can only be given by telephone with reservation of physical examination","Not selected","Not selected","Not selected","Not selected","Not selected","Not selected","Not selected","physical examination cannot be done","Yes","Not selected","Not selected","Yes","Yes","Not selected",NA,"Always both parents",NA,"Always both parents",NA,"Yes","16","Yes","this needs to be as well as the age above 16 years","Not selected",NA,"Yes","informed consent can only be given by telephone with reservation of physical examination","Different (please commment)","check verbally if the person is the parent and is legal responsible","Yes",NA
"42",339,"1980-01-01 00:00:00",4,"en","1813186292","female","55 to 64 years","Medical doctor","Consultant","> 20","Greece","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","24h prior to surgery","Yes",NA,"Yes",NA,"Yes","No","Yes",NA,"Yes",NA,"No",NA,"Yes",NA,"Yes","Not selected","Yes","Not selected","Not selected","Not selected","Not selected",NA,"Not selected","Not selected","Yes","Yes","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Not selected",NA,"Not selected",NA,"Yes","No option to sign independently ","No",NA,"No",NA,"No",NA
"43",340,NA,1,"en","1998163213","male","34 or younger","Medical doctor","Other","5 - 10","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",341,"1980-01-01 00:00:00",4,"en","1741094459","male","35 to 44 years","Medical doctor","Consultant","10 - 20","Switzerland","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected","Stopbang","online via patient´s self assessment",NA,"2 days or more before surgery","2 days or more before surgery","Yes",NA,"Yes",NA,"Yes","No","No (please comment)",NA,"Yes",NA,"No",NA,"Yes",NA,"Not selected","Yes","Yes","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Not selected",NA,"Yes",NA,"Not selected",NA,"Yes",NA,"No",NA,"Yes",NA
"45",342,NA,1,"en","1366796794","male","45 to 54 years","Medical doctor","Consultant","5 - 10","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",343,NA,2,"en","987638347","female","35 to 44 years","Medical doctor","Consultant","10 - 20","Romania","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",344,NA,2,"en","1018008090","male","55 to 64 years","Medical doctor","Consultant","> 20","Switzerland","Consultant","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery but often its far less because of daily routine practice","Yes",NA,"Yes",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",345,NA,NA,"en","1327916958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",346,"1980-01-01 00:00:00",4,"en","1621050689","female","35 to 44 years","Medical doctor","Consultant","10 - 20","Germany","Resident","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,NA,"Depending ob ASA Status ","24h prior to surgery","24h prior to surgery","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","No","No (please comment)",NA,"No (please comment)",NA,"Yes",NA,"Different (please comment)","Depending on ASA","Yes","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Yes","Yes","Yes","Not selected","Not selected",NA,"Different (please comment)","Present parent is asked if other parent consents aswell","Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"50",347,NA,3,"en","450326850","male","65 or older","Medical doctor","Consultant","> 20","Kazakhstan","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"online via videoconference",NA,"24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery but often its far less because of daily routine practice","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","I don´t know","Yes",NA,"Yes",NA,"No",NA,"Yes",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Not selected","Yes","Not selected","Not selected","Not selected","Not selected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",348,"1980-01-01 00:00:00",4,"en","1384816881","male","35 to 44 years","Medical doctor","Anaesthesia technician","10 - 20","Other","Resident","Yes","Yes","Not selected","Not selected","Not selected","Not selected",NA,"online via patient´s self assessment",NA,"2 days or more before surgery","2 days or more before surgery","Yes",NA,"Yes",NA,"Yes","Yes","Yes",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Not selected","Not selected","Not selected","Yes","Not selected","Not selected","Not selected",NA,"Yes","Yes","Yes","Yes","Not selected","Not selected",NA,"Always both parents",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"Yes",NA,"Yes",NA,"Yes",NA
"52",349,"1980-01-01 00:00:00",4,"en","279528642","male","65 or older","Medical doctor","Consultant","> 20","Other","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"online via videoconference",NA,"Same day of the operation/procedure is sufficient enough","2 days or more before surgery","Yes",NA,"Yes",NA,"Yes","Yes","No (please comment)",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes","Not selected","Yes","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Yes","Yes","Yes","Yes","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Yes",NA,"Not selected",NA,"Different (please commment)","Witness ","No",NA,"No",NA
"53",350,NA,2,"en","2089767615","male","35 to 44 years","Medical doctor","Consultant","10 - 20","Germany","Resident","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","No (please comment the reasons)","For both simple and complex elective procedures so far as I know it is not legal to get consent. Still in practice we sometimes accept phone consent especially in case of patients with legal guardians and with simple or repetitive procedures.","No (please comment the reasons)","For both simple and complex elective procedures so far as I know it is not legal to get consent. Still in practice we sometimes accept phone consent especially in case of patients with legal guardians and with simple or repetitive procedures.","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",351,"1980-01-01 00:00:00",4,"en","608374758","male","55 to 64 years","Medical doctor","Consultant","> 20","United Kingdom (UK)","Resident","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"online via videoconference",NA,"2 days or more before surgery","24h prior to surgery but often its far less because of daily routine practice","Yes",NA,"Yes",NA,"Yes","Yes","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Yes","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Yes","Yes","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","Above 16","Yes",NA,"Not selected",NA,"No",NA,"Yes",NA,"Yes",NA
"55",352,NA,1,"en","1896633342","male","65 or older","Medical doctor","Consultant","> 20","Netherlands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",353,NA,2,"en","1131825610","male","45 to 54 years","Medical doctor","Consultant","10 - 20","Other","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","Same day of the operation/procedure is sufficient enough","No (please comment the reasons)","In person meeting ","Yes",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",354,"1980-01-01 00:00:00",4,"en","1454803766","male","45 to 54 years","Medical doctor","Consultant","> 20","Other","Resident","Yes","Not selected","Not selected","Not selected","Yes","Not selected","FRAIL scale","online via videoconference",NA,"Same day of the operation/procedure is sufficient enough","Same day of the operation/procedure is sufficient enough","Yes","Witnessed by a second clinician (a nurse or physician)","Yes","Witnessed by a second clinician (a nurse or physician)","Yes","No","Yes",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Yes","Yes","Yes","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"Yes",NA,"Yes",NA,"Yes",NA
"58",355,NA,2,"en","1032348087","male","34 or younger","Medical doctor","Other","5 - 10","Other","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","Same day of the operation/procedure is sufficient enough","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",356,NA,NA,"en","1590235149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",357,"1980-01-01 00:00:00",4,"en","496418742","male","35 to 44 years","Medical doctor","Resident","5 - 10","Other","Resident","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","24h prior to surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","No","Yes",NA,"Yes",NA,"No",NA,"No",NA,"Yes","Yes","Yes","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Yes","Yes","Yes","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18years","Yes",NA,"Not selected",NA,"No",NA,"Yes",NA,"Yes",NA
"61",358,"1980-01-01 00:00:00",4,"en","287299689","male","35 to 44 years","Medical doctor","Resident","10 - 20","Germany","Resident","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery","No (please comment the reasons)",NA,"Yes",NA,"I don´t know the legal requirements","I don´t know","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Yes","Not selected","Not selected","Yes","Yes","Yes","Not selected",NA,"Yes","Yes","Yes","Yes","Not selected","Yes",NA,"Always both parents",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"62",359,"1980-01-01 00:00:00",4,"en","1663305081","male","45 to 54 years","Medical doctor","Consultant","10 - 20","Greece","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","No (please comment the reasons)","No clear legal frame","No (please comment the reasons)","No clear legal frame","No","No","No (please comment)","No clear legal frame","No (please comment)","No clear legal frame",NA,NA,"No",NA,"Not selected","Not selected","Not selected","Not selected","Not selected","Not selected","Not selected","No clear legal frame","Yes","Yes","Yes","Yes","Yes","Yes",NA,"Always both parents",NA,"Just the one, who is present",NA,"Yes","18","Yes",NA,"Not selected",NA,"No",NA,"Yes",NA,"Yes",NA
"63",360,"1980-01-01 00:00:00",4,"en","855686719","female","45 to 54 years","Medical doctor","Consultant","10 - 20","Sweden","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","Same day of the operation/procedure is sufficient enough","Yes",NA,"Yes",NA,"Yes","I don´t know","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected","Yes",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Different (please comment)","Don´t know","Different (please comment)","Don´t know","Not selected",NA,"Not selected",NA,"Yes","Don´t know","Different (please commment)","Don´t know","Different (please commment)","Don´t know","Different (please commment)","Don´t know"
